Timestamp,Drowsiness,Yawning
2024-11-25 20:55:10.053325,No,Yawning
2024-11-25 20:55:10.087949,No,Yawning
2024-11-25 20:55:10.133423,No,Yawning
2024-11-25 20:55:13.799521,Drowsiness,No
2024-11-25 21:06:12.043929,No,Yawning
2024-11-25 21:06:12.078528,No,Yawning
2024-11-25 21:06:12.114272,No,Yawning
2024-11-25 21:06:22.138509,Drowsiness,No
2024-11-25 21:10:35.979826,Drowsiness,No
2024-11-25 21:10:45.450087,No,Yawning
2024-11-25 21:10:48.506326,No,Yawning
2024-11-25 21:14:05.856967,No,Yawning
2024-11-25 21:14:14.648663,No,Yawning
2024-11-25 21:14:23.148802,No,Yawning
2024-11-26 19:13:21.684464,Drowsiness,No
2024-11-26 19:13:30.201406,Drowsiness,No
2024-11-26 19:13:37.442865,Drowsiness,No
2024-11-26 19:13:43.596695,Drowsiness,No
2024-11-26 19:14:21.250637,No,Yawning
2024-11-26 19:14:30.672388,No,Yawning
2024-11-26 19:14:39.221540,No,Yawning
2024-11-26 19:14:42.561802,Drowsiness,No
2024-11-26 19:18:40.229777,No,Yawning
2024-11-26 19:18:56.379777,No,Yawning
2024-11-26 19:19:05.167895,No,Yawning
2024-11-26 19:22:32.641797,No,Yawning
2024-11-26 19:22:44.744705,No,Yawning
2024-11-26 19:23:01.952313,No,Yawning
2024-11-26 19:28:28.841471,No,Yawning
2024-11-26 19:28:37.108889,No,Yawning
2024-11-26 19:28:50.285373,No,Yawning
2024-11-26 19:30:29.310431,No,Yawning
2024-11-26 19:30:33.606311,Drowsiness,No
2024-11-26 19:30:38.402231,No,Yawning
2024-11-26 19:30:41.484463,No,Yawning
2024-11-26 19:32:30.661650,No,Yawning
2024-11-26 19:32:42.699386,No,Yawning
2024-11-26 19:32:52.408305,No,Yawning
2024-11-26 19:32:54.764625,Drowsiness,No
2024-11-26 19:33:46.190104,No,Yawning
2024-11-27 12:12:59.571051,Drowsiness,No
2024-11-27 12:13:08.435252,Drowsiness,No
2024-11-27 12:13:11.499144,Drowsiness,No
2024-11-27 14:51:40.613521,Drowsiness,No
2024-11-27 14:52:46.010997,Drowsiness,No
2024-11-27 14:53:02.208686,Drowsiness,No
2024-11-27 14:53:52.109094,No,Yawning
2024-11-27 14:53:52.899479,Drowsiness,No
2024-11-27 14:53:54.152445,No,Yawning
2024-11-27 14:53:54.962299,Drowsiness,No
2024-11-27 14:54:02.447708,Drowsiness,No
2024-11-27 14:54:04.500597,Drowsiness,No
2024-11-27 14:54:10.570226,Drowsiness,No
2024-11-27 14:54:15.330851,Drowsiness,No
2024-11-27 14:54:44.474975,No,Yawning
2024-11-27 14:54:44.518888,No,Yawning
2024-11-27 14:54:44.562115,No,Yawning
2024-11-27 14:54:44.608129,No,Yawning
2024-11-27 14:54:44.725739,No,Yawning
2024-11-27 14:54:44.769942,No,Yawning
2024-11-27 14:54:44.814697,No,Yawning
2024-11-27 14:54:44.858149,No,Yawning
2024-11-27 14:54:44.902715,No,Yawning
2024-11-27 14:54:44.946986,No,Yawning
2024-11-27 14:54:45.204764,No,Yawning
2024-11-27 14:54:45.248386,No,Yawning
2024-11-27 14:54:45.580598,No,Yawning
2024-11-27 14:54:45.624705,No,Yawning
2024-11-27 14:54:45.811931,No,Yawning
2024-11-27 14:54:45.854556,No,Yawning
2024-11-27 14:54:46.569703,No,Yawning
2024-11-27 14:54:46.611981,No,Yawning
2024-11-27 14:54:46.669467,No,Yawning
2024-11-27 14:54:46.875712,No,Yawning
2024-11-27 14:54:46.915692,No,Yawning
2024-11-27 14:54:46.959059,No,Yawning
2024-11-27 14:54:47.247925,No,Yawning
2024-11-27 14:54:47.347101,Drowsiness,No
2024-11-27 14:54:47.387037,Drowsiness,No
2024-11-27 14:54:47.430525,Drowsiness,No
2024-11-27 14:54:47.438131,No,Yawning
2024-11-27 14:54:47.481442,Drowsiness,No
2024-11-27 14:54:47.490148,No,Yawning
2024-11-27 14:54:47.534977,Drowsiness,No
2024-11-27 14:54:47.542153,No,Yawning
2024-11-27 14:54:47.592884,Drowsiness,No
2024-11-27 14:54:47.633070,Drowsiness,No
2024-11-27 14:54:47.673393,Drowsiness,No
2024-11-27 14:54:47.732491,Drowsiness,No
2024-11-27 14:54:47.776658,Drowsiness,No
2024-11-27 14:54:47.822886,Drowsiness,No
2024-11-27 14:54:47.829935,No,Yawning
2024-11-27 14:54:47.872995,Drowsiness,No
2024-11-27 14:54:47.922557,Drowsiness,No
2024-11-27 14:54:47.966619,Drowsiness,No
2024-11-27 14:54:47.972822,No,Yawning
2024-11-27 14:54:48.012331,Drowsiness,No
2024-11-27 14:54:48.057407,Drowsiness,No
2024-11-27 14:54:48.101996,Drowsiness,No
2024-11-27 14:54:48.150444,Drowsiness,No
2024-11-27 14:54:48.193869,Drowsiness,No
2024-11-27 14:54:56.313110,Drowsiness,No
2024-11-27 14:54:56.355779,Drowsiness,No
2024-11-27 14:54:56.401365,Drowsiness,No
2024-11-27 14:54:56.441435,Drowsiness,No
2024-11-27 14:54:56.483534,Drowsiness,No
2024-11-27 14:54:56.527286,Drowsiness,No
2024-11-27 14:54:56.570859,Drowsiness,No
2024-11-27 14:54:56.614489,Drowsiness,No
2024-11-27 14:54:56.658854,Drowsiness,No
2024-11-27 14:54:56.697900,Drowsiness,No
2024-11-27 14:54:56.737132,Drowsiness,No
2024-11-27 14:54:56.781064,Drowsiness,No
2024-11-27 14:54:56.826437,Drowsiness,No
2024-11-27 14:54:56.866881,Drowsiness,No
2024-11-27 14:54:56.908725,Drowsiness,No
2024-11-27 14:54:56.949277,Drowsiness,No
2024-11-27 14:54:56.991609,Drowsiness,No
2024-11-27 14:54:57.033508,Drowsiness,No
2024-11-27 14:54:57.073803,Drowsiness,No
2024-11-27 14:54:57.119469,Drowsiness,No
2024-11-27 14:54:57.162614,Drowsiness,No
2024-11-27 14:54:57.207147,Drowsiness,No
2024-11-27 14:54:57.254126,Drowsiness,No
2024-11-27 14:54:57.320929,Drowsiness,No
2024-11-27 14:54:57.378842,Drowsiness,No
2024-11-27 14:54:57.443951,Drowsiness,No
2024-11-27 14:54:57.508889,Drowsiness,No
2024-11-27 14:54:57.570061,Drowsiness,No
2024-11-27 14:54:57.631020,Drowsiness,No
2024-11-27 14:54:57.691150,Drowsiness,No
2024-11-27 14:54:57.777295,Drowsiness,No
2024-11-27 14:54:57.834283,Drowsiness,No
2024-11-27 14:54:57.903767,Drowsiness,No
2024-11-27 14:54:57.964705,Drowsiness,No
2024-11-27 14:54:58.045020,Drowsiness,No
2024-11-27 14:54:58.108121,Drowsiness,No
2024-11-27 14:54:58.174292,Drowsiness,No
2024-11-27 14:54:58.235851,Drowsiness,No
2024-11-27 14:54:58.300528,Drowsiness,No
2024-11-27 14:54:58.360172,Drowsiness,No
2024-11-27 14:54:58.423261,Drowsiness,No
2024-11-27 14:54:58.487222,Drowsiness,No
2024-11-27 14:54:58.546184,Drowsiness,No
2024-11-27 14:54:58.607472,Drowsiness,No
2024-11-27 14:54:58.669328,Drowsiness,No
2024-11-27 14:54:58.724351,Drowsiness,No
2024-11-27 14:54:58.787062,Drowsiness,No
2024-11-27 14:54:58.849130,Drowsiness,No
2024-11-27 14:54:58.907485,Drowsiness,No
2024-11-27 14:54:58.979763,Drowsiness,No
2024-11-27 14:54:59.042813,Drowsiness,No
2024-11-27 14:54:59.119613,Drowsiness,No
2024-11-27 14:54:59.178261,Drowsiness,No
2024-11-27 14:54:59.244652,Drowsiness,No
2024-11-27 14:54:59.312116,Drowsiness,No
2024-11-27 14:54:59.373266,Drowsiness,No
2024-11-27 14:54:59.443102,Drowsiness,No
2024-11-27 14:54:59.522008,Drowsiness,No
2024-11-27 14:54:59.581435,Drowsiness,No
2024-11-27 14:54:59.645952,Drowsiness,No
2024-11-27 14:54:59.706809,Drowsiness,No
2024-11-27 14:54:59.774625,Drowsiness,No
2024-11-27 14:54:59.806513,No,Yawning
2024-11-27 14:54:59.870631,Drowsiness,No
2024-11-27 14:54:59.880151,No,Yawning
2024-11-27 14:54:59.946897,Drowsiness,No
2024-11-27 14:54:59.955995,No,Yawning
2024-11-27 14:55:00.017863,Drowsiness,No
2024-11-27 14:55:00.054108,No,Yawning
2024-11-27 14:55:00.119776,No,Yawning
2024-11-27 14:55:00.184404,No,Yawning
2024-11-27 14:55:00.247544,No,Yawning
2024-11-27 14:55:00.308987,No,Yawning
2024-11-27 14:55:00.371446,No,Yawning
2024-11-27 14:55:00.432675,No,Yawning
2024-11-27 14:55:00.503075,No,Yawning
2024-11-27 14:55:00.566214,No,Yawning
2024-11-27 14:55:00.627174,No,Yawning
2024-11-27 14:55:00.690325,No,Yawning
2024-11-27 14:55:00.750472,No,Yawning
2024-11-27 14:55:00.810947,No,Yawning
2024-11-27 14:55:00.884911,No,Yawning
2024-11-27 14:55:00.949855,No,Yawning
2024-11-27 14:55:01.016893,No,Yawning
2024-11-27 14:55:01.080934,No,Yawning
2024-11-27 14:55:03.111209,Drowsiness,No
2024-11-27 14:55:03.153520,Drowsiness,No
2024-11-27 14:55:03.196256,Drowsiness,No
2024-11-27 14:55:03.239317,Drowsiness,No
2024-11-27 14:55:03.280746,Drowsiness,No
2024-11-27 14:55:03.324678,Drowsiness,No
2024-11-27 14:55:03.366750,Drowsiness,No
2024-11-27 14:55:03.412337,Drowsiness,No
2024-11-27 14:55:03.455880,Drowsiness,No
2024-11-27 14:55:03.495755,Drowsiness,No
2024-11-27 14:55:03.541704,Drowsiness,No
2024-11-27 14:55:03.588360,Drowsiness,No
2024-11-27 14:55:03.631174,Drowsiness,No
2024-11-27 14:55:03.673362,Drowsiness,No
2024-11-27 14:55:03.719224,Drowsiness,No
2024-11-27 14:55:03.760389,Drowsiness,No
2024-11-27 14:55:03.803770,Drowsiness,No
2024-11-27 14:55:03.846375,Drowsiness,No
2024-11-27 14:55:03.885865,Drowsiness,No
2024-11-27 14:55:03.928927,Drowsiness,No
2024-11-27 14:55:03.969964,Drowsiness,No
2024-11-27 14:55:04.016208,Drowsiness,No
2024-11-27 14:55:04.056252,Drowsiness,No
2024-11-27 14:55:04.095717,Drowsiness,No
2024-11-27 14:55:04.137967,Drowsiness,No
2024-11-27 14:55:04.194639,Drowsiness,No
2024-11-27 14:55:04.237210,Drowsiness,No
2024-11-27 14:55:04.275752,Drowsiness,No
2024-11-27 14:55:04.320400,Drowsiness,No
2024-11-27 14:55:04.367312,Drowsiness,No
2024-11-27 14:55:04.420666,Drowsiness,No
2024-11-27 14:55:04.484114,Drowsiness,No
2024-11-28 20:01:54.478531,No,Yawning
2024-11-28 20:01:57.386474,No,Yawning
2024-11-28 20:02:04.665581,No,Yawning
2024-11-28 20:02:09.198437,Drowsiness,No
2024-11-28 20:03:25.221140,No,Yawning
2024-11-28 20:03:25.256677,No,Yawning
2024-11-28 20:03:25.292225,No,Yawning
2024-11-28 20:03:28.153216,No,Yawning
2024-11-28 20:03:28.188865,No,Yawning
2024-11-28 20:03:28.224566,No,Yawning
2024-11-28 20:03:28.261492,No,Yawning
2024-11-28 20:03:28.296917,No,Yawning
2024-11-28 20:03:28.334087,No,Yawning
2024-11-28 20:03:28.372049,No,Yawning
2024-11-28 20:03:28.405571,No,Yawning
2024-11-28 20:03:28.441209,No,Yawning
2024-11-28 20:03:28.486588,No,Yawning
2024-11-28 20:03:28.533772,No,Yawning
2024-11-28 20:03:28.582419,No,Yawning
2024-11-28 20:03:28.618213,No,Yawning
2024-11-28 20:03:28.653990,No,Yawning
2024-11-28 20:03:28.691458,No,Yawning
2024-11-28 20:03:28.726965,No,Yawning
2024-11-28 20:03:28.764034,No,Yawning
2024-11-28 20:03:28.797692,No,Yawning
2024-11-28 20:03:28.834448,No,Yawning
2024-11-28 20:03:28.869992,No,Yawning
2024-11-28 20:03:28.903529,No,Yawning
2024-11-28 20:03:28.938057,No,Yawning
2024-11-28 20:03:28.974734,No,Yawning
2024-11-28 20:03:29.008260,No,Yawning
2024-11-28 20:03:29.043805,No,Yawning
2024-11-28 20:03:29.077329,No,Yawning
2024-11-28 20:03:29.113419,No,Yawning
2024-11-28 20:03:29.148456,No,Yawning
2024-11-28 20:03:29.184906,No,Yawning
2024-11-28 20:03:29.221087,No,Yawning
2024-11-28 20:03:29.257855,No,Yawning
2024-11-28 20:03:29.293376,No,Yawning
2024-11-28 20:03:29.329793,No,Yawning
2024-11-28 20:03:29.367345,No,Yawning
2024-11-28 20:03:29.403505,No,Yawning
2024-11-28 20:03:29.439540,No,Yawning
2024-11-28 20:03:29.474588,No,Yawning
2024-11-28 20:03:29.509645,No,Yawning
2024-11-28 20:03:29.543682,No,Yawning
2024-11-28 20:03:29.589836,No,Yawning
2024-11-28 20:03:29.638149,No,Yawning
2024-11-28 20:03:29.673441,No,Yawning
2024-11-28 20:03:29.708352,No,Yawning
2024-11-28 20:03:29.745649,No,Yawning
2024-11-28 20:03:29.780708,No,Yawning
2024-11-28 20:03:29.816243,No,Yawning
2024-11-28 20:03:29.850843,No,Yawning
2024-11-28 20:03:29.886404,No,Yawning
2024-11-28 20:03:29.922255,No,Yawning
2024-11-28 20:03:29.960821,No,Yawning
2024-11-28 20:03:29.996897,No,Yawning
2024-11-28 20:03:30.033771,No,Yawning
2024-11-28 20:03:30.067836,No,Yawning
2024-11-28 20:03:30.105093,No,Yawning
2024-11-28 20:03:30.141381,No,Yawning
2024-11-28 20:03:30.176649,No,Yawning
2024-11-28 20:03:30.215128,No,Yawning
2024-11-28 20:03:30.252926,No,Yawning
2024-11-28 20:03:30.287928,No,Yawning
2024-11-28 20:03:30.326350,No,Yawning
2024-11-28 20:03:30.361721,No,Yawning
2024-11-28 20:03:30.399406,No,Yawning
2024-11-28 20:03:30.435941,No,Yawning
2024-11-28 20:03:30.471916,No,Yawning
2024-11-28 20:03:30.507089,No,Yawning
2024-11-28 20:03:31.704346,Drowsiness,No
2024-11-28 20:03:32.432426,Drowsiness,No
2024-11-28 20:03:34.742823,Drowsiness,No
2024-11-28 20:03:51.554392,No,Yawning
2024-11-28 20:03:51.589295,No,Yawning
2024-11-28 20:03:51.626653,No,Yawning
2024-11-28 20:04:25.367007,No,Yawning
2024-11-28 20:05:01.990258,No,Yawning
2024-11-28 20:05:04.042880,No,Yawning
2024-11-28 20:05:13.212286,No,Yawning
2024-11-28 20:05:20.591808,Drowsiness,No
2024-11-28 20:08:48.686134,No,Yawning
2024-11-28 20:08:55.468184,No,Yawning
2024-11-28 20:08:57.519214,No,Yawning
2024-11-28 20:09:15.552885,No,Yawning
2024-11-28 20:10:49.499281,Drowsiness,No
2024-11-28 20:10:51.563535,Drowsiness,No
2024-11-28 20:10:53.642580,Drowsiness,No
2024-11-28 20:10:58.502443,Drowsiness,No
2024-12-05 12:07:16.795278,No,Yawning
2024-12-05 12:07:16.851541,No,Yawning
2024-12-05 12:07:56.818286,No,Yawning
2024-12-05 12:07:56.857689,No,Yawning
2024-12-05 12:07:56.931656,No,Yawning
